x	y
6.44341667001207	-2.75560858087395
9.14865610764545	0.437669413172901
7.63184317813091	0.0850248307849607
6.43400534163107	-0.773348130482128
6.99750146313	-4.41144845428802
5.74707652657929	-4.43546724059957
10.4997101975231	3.44406332596126
8.21517237734424	-1.38803432411707
10.8889855868748	7.49299391988116
10.0282384480654	5.33218459372462
12.0827941325105	8.53884155172311
7.5582086102845	1.52846081709349
4.86619255113473	-3.54885334392643
5.85099683287702	0.282684224674731
9.21778854971242	-0.760423494396617
9.14731438041453	2.86090663565862
6.33841496895896	1.30263070737951
10.7446110565292	9.07381929677946
